id,word,definition,instructions,videoUrl,firstLetter,createdAt,updatedAt
1,Accept,"accept or agree","With two open hands facing downward, do a pinching motion toward your chest. "flowering motion"","<iframe width="560" height="315" src="https://www.youtube.com/embed/LOz335nlcgQ" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",A,"2018-09-12 20:32:33","2018-09-12 20:32:33"
2,Again,"again or repeat","Have your right hand flat and your left hang arching up then down with your fingers touching the center of your right hand.","<iframe width="560" height="315" src="https://www.youtube.com/embed/AoQAPgEUIAs" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",A,"2018-09-12 20:57:30","2018-09-12 20:57:30"
3,Bed,Bed,"Place both hands beside your head flat and tilt your head.","<iframe width="560" height="315" src="https://www.youtube.com/embed/Btm85a-1LuM" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",B,"2018-09-12 21:01:11","2018-09-12 21:01:11"
4,Body,Body,"With both hands, touch your shoulders then your belly.","<iframe width="560" height="315" src="https://www.youtube.com/embed/jRVH-ssJgvY" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",B,"2018-09-12 21:03:42","2018-09-12 21:03:42"
5,"Call Me","Call me","Make an X with both hands but use you pointer and middle finger. Starting from an outward position, pull the X toward you.","<iframe width="560" height="315" src="https://www.youtube.com/embed/_nNqWh1oeDo" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",C,"2018-09-12 21:06:07","2018-09-12 21:06:07"
6,Community,"Community or organization of a group of people to form a collaborative society.","With both hands, straiten your hands and alternate running your fingers across each other. As one pulls back the other goes outward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/ullwVrgZsPE" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",C,"2018-09-12 21:11:49","2018-09-12 21:11:49"
7,Deaf,"The inability to hear properly.","Point to your mouth then your ear. Or vice versa.","<iframe width="560" height="315" src="https://www.youtube.com/embed/bHRhz2geOTA" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",D,"2018-09-12 21:15:22","2018-09-12 21:15:22"
8,Download,"The transfer or copy of data from one place to another.","With both hands extended outward, make 'bunny ears" or have two fingers in each hand pointed. Starting from the top, bring them down by curling your fingers mid way down then open up the two fingers in each hand back up on the bottom.","<iframe width="560" height="315" src="https://www.youtube.com/embed/ZvcG9y7Ojuc" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",D,"2018-09-12 21:23:43","2018-09-12 21:23:43"
9,Eat,"To consume food.","With one hand, pinch your fingers and tap them at your mouth to signify that you want to eat.","<iframe width="560" height="315" src="https://www.youtube.com/embed/QkTP_AyKk_k" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",E,"2018-09-12 21:26:13","2018-09-12 21:26:13"
10,Enter,"To enter into a place or the Enter key on a computer.","Place your right hand over your left and with your left hand push it through and outward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/vTTG2corxS0" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",E,"2018-09-12 21:31:13","2018-09-12 21:31:13"
11,Face,"Face that contains your eyes, nose and mouth","Point and make a circle around the front of your head to refer to your face","<iframe width="560" height="315" src="https://www.youtube.com/embed/PeQLdvjfrSE" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",F,"2018-09-12 21:35:20","2018-09-12 21:35:20"
12,Folder,"A thick folded paper that holds other regular sized papers together.","With your right hand chop into you U shaped left hand.","<iframe width="560" height="315" src="https://www.youtube.com/embed/M_12Mq3GyR4" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",F,"2018-09-12 21:38:40","2018-09-12 21:38:40"
13,Gloves,"Things to put on your hand to add an extra layer of protection.","With one hand extent it pointing up and out and the other hand curls a fist into the other. Then copy the same action to the other hand. Pretend you are putting on gloves.","<iframe width="560" height="315" src="https://www.youtube.com/embed/YDVXrlkiGoE" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",G,"2018-09-12 21:46:45","2018-09-12 21:46:45"
14,Group,"A collection or group or people, items or ideas.","With both hands, connect both thumbs then close the gap with your fingers.","<iframe width="560" height="315" src="https://www.youtube.com/embed/RKoboUsMKH0" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",G,"2018-09-12 21:50:25","2018-09-12 21:50:25"
15,Hair,Hair,"With one hand pinch your hair or near your head and give a tugging motion","<iframe width="560" height="315" src="https://www.youtube.com/embed/YOQEVV-TL7c" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",H,"2018-09-12 21:52:09","2018-09-12 21:52:09"
16,"How Much","Asking how much an item costs.","With one hand, closed fist then open it upward. "flowering motion"","<iframe width="560" height="315" src="https://www.youtube.com/embed/xqHh0rcmlcY" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",H,"2018-09-12 21:54:04","2018-09-12 21:54:04"
17,If,If,"With one hand, point to your cheek with your pinky finger.","<iframe width="560" height="315" src="https://www.youtube.com/embed/M8CXHkOskvo" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",I,"2018-09-12 21:55:24","2018-09-12 21:55:24"
18,Inspire,"To be inspired or influenced by someone or something.","With both hands, pat the front of your shoulders then open your hands up and outwards.","<iframe width="560" height="315" src="https://www.youtube.com/embed/_HFMJ0eMeC8" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",I,"2018-09-12 21:59:32","2018-09-12 21:59:32"
19,Jaw,"The bottom part of your face.","With one finger, do an itching motion from the point of your chin to the back end of your jaw.","<iframe width="560" height="315" src="https://www.youtube.com/embed/y3MOflbPIME" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",J,"2018-09-12 22:02:44","2018-09-12 22:02:44"
20,Juice,"A liquid squeezed from a fruit.","With your Pinky, start from your chin and flick it way. "Flicking motion"","<iframe width="560" height="315" src="https://www.youtube.com/embed/M16OET0NJEk" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",J,"2018-09-12 22:05:30","2018-09-12 22:05:30"
21,Keep,"To have stored or hold on to.","Holding out two fingers in each hand, place one on top of the other.","<iframe width="560" height="315" src="https://www.youtube.com/embed/FRGDfnd7aVY" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",K,"2018-09-12 22:15:39","2018-09-12 22:15:39"
22,Know,"To have knowledge of or understanding toward something.","With one hand, make a 90 degree angle and tap the side of your head.","<iframe width="560" height="315" src="https://www.youtube.com/embed/aCx2fU-hklU" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",K,"2018-09-12 22:18:01","2018-09-12 22:18:01"
23,Lamp,"A device that illuminates the room. A light.","With one hand, start with a closed fist in the air then open the hand facing downward to show a light turning on.","<iframe width="560" height="315" src="https://www.youtube.com/embed/tUVePolTGZU" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",L,"2018-09-12 22:20:28","2018-09-12 22:20:28"
24,Lecture,"To speak in front of a crowd or students at a classroom.","Hold your right elbow with your left hand and with your right hand wave it.","<iframe width="560" height="315" src="https://www.youtube.com/embed/6aqjl8M7oeI" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",L,"2018-09-12 22:25:02","2018-09-12 22:25:02"
25,Mad,"An emotion similar to angry, frustrated or disappointed.","With one hand, place an open yet curled hand in front of your face. Also helps to display an angry facial feature.","<iframe width="560" height="315" src="https://www.youtube.com/embed/Ply5z_0iJjU" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",M,"2018-09-12 22:29:52","2018-09-12 22:29:52"
26,Measure,"To evaluate the distance from one point to another or multiple points.","With both hands, have your thumbs and pinkys out and tap you thumbs together. From the outside tapping inward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/qKJ3pGyq5vY" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",M,"2018-09-12 22:32:39","2018-09-12 22:32:39"
27,Minute,"A measurement of time that has 60 second within a minute. Also an expression similar to "Hold on" or "One minute".","Using your pointer fingers, point your right finger at the palm of your left hand and with your left hand flick your finger outward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/Nuxwe5rCp10" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",M,"2018-09-12 22:36:29","2018-09-12 22:36:29"
28,Near,"Similar to close, almost or nearby.","With both hands, make a 90 degree angle and slap your right hand with the back of your fingers to your left hand fingers.","<iframe width="560" height="315" src="https://www.youtube.com/embed/FvpESshurCM" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",N,"2018-09-12 22:39:36","2018-09-12 22:39:36"
29,Nice,"To have a pleasant time or you think something is nice.","With both hands flat, place both together then slide your right hand off and outward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/3aXS3keR8oY" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",N,"2018-09-12 22:44:00","2018-09-12 22:44:00"
30,Offend,"To anger or disappoint or feel personally bad about something.","With your right index finger point downward then flick up.","<iframe width="560" height="315" src="https://www.youtube.com/embed/716tfsPIVxw" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",O,"2018-09-13 20:13:35","2018-09-13 20:13:35"
31,Open,"To reveal or open up.","Both hands placed side by side with your palms facing outward, turn both hands inward then outward toward the sides.","<iframe width="560" height="315" src="https://www.youtube.com/embed/lOp4JV3ozvM" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",O,"2018-09-13 20:26:11","2018-09-13 20:26:11"
32,Out,"out or away.","With your left hand, grab your right fingers and with your right hand pull out.","<iframe width="560" height="315" src="https://www.youtube.com/embed/gke__O2W4Us" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",O,"2018-09-13 21:02:22","2018-09-13 21:02:22"
33,Paint,"To color or change the color to something new.","With your right or left hand, have it flat vertically and with your opposite hand brush the vertical hand. Slide fingers up and down.","<iframe width="560" height="315" src="https://www.youtube.com/embed/qTA0nc4WYOc" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",P,"2018-09-13 21:16:32","2018-09-13 21:16:32"
34,phrase,"A combination of words to mean a certain thing.","Have both index and thumb fingers together (pinching) in both hands, then connect the two and pull and twist away.","<iframe width="560" height="315" src="https://www.youtube.com/embed/vDKs0r158ig" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",p,"2018-09-13 21:28:20","2018-09-13 21:28:20"
35,Predict,"To assume something will happen in the future.","With your left hand hold out two fingers. With your right hand make it flat horizontally. Then with your left two fingers, swoop underneath your right hand and push it outward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/vsby4NVkzbk" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",P,"2018-09-13 21:35:20","2018-09-13 21:35:20"
36,Quiet,"To be silent or barely inaudible.","With one fingers hold it up to your lips vertically.","<iframe width="560" height="315" src="https://www.youtube.com/embed/3dWcqAxS81I" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",Q,"2018-09-13 21:38:46","2018-09-13 21:38:46"
37,Quality,"The standard of something as measured against other things of a similar kind; the degree of excellence of something.","With your right hand have your thumb and index finger together but with an 1 inch apart, Then bring it to your left chest by doing a loop then tap your chest. (loopy-loop)","<iframe width="560" height="315" src="https://www.youtube.com/embed/zbHnoxU2i_4" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",Q,"2018-09-13 21:49:51","2018-09-13 21:49:51"
38,Rain,"Water droplets that fall from the sky.","With both hands open yet curled, start about shoulder height and flick both hands downward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/y3z9aERL4u4" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",R,"2018-09-13 22:01:18","2018-09-13 22:01:18"
39,Recipe,"a set of instructions for preparing a particular dish, including a list of the ingredients required.","With your right laid out flat, take your left hand and do a chopping action on the top and bottom of you right hand.","<iframe width="560" height="315" src="https://www.youtube.com/embed/8d-XUOnzYFE" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",R,"2018-09-13 22:11:43","2018-09-13 22:11:43"
40,Same,"Same or identical.","With one hand have your thumb and pinky out, then shift your hand side to side.","<iframe width="560" height="315" src="https://www.youtube.com/embed/BZxoTuwBHvA" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",S,"2018-09-13 22:13:49","2018-09-13 22:13:49"
41,Soon,"At any moment in the near future.","With both hands have you index and middle fingers out. Cross them and run your right two fingers sliding across your fingers twice.","<iframe width="560" height="315" src="https://www.youtube.com/embed/K7MTuhcMSfQ" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",S,"2018-09-13 22:22:06","2018-09-13 22:22:06"
42,Stretch,"To elongate or widen.","With both hands make a fist. Then have your left fist up near your left shoulder and with your right fist pretend you are pulling something out from your left fist.","<iframe width="560" height="315" src="https://www.youtube.com/embed/WaGOoNqh1Jk" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",S,"2018-09-13 22:27:12","2018-09-13 22:27:12"
43,Tape,"to secure down with adhesive strips.","Start with both thumbs connected and flick both downward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/O_vG7MMoSLE" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",T,"2018-09-13 22:41:46","2018-09-13 22:41:46"
44,This,"The particular thing you are referring to.","Simply point down.","<iframe width="560" height="315" src="https://www.youtube.com/embed/hfa0GQG-LYA" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",T,"2018-09-13 22:43:05","2018-09-13 22:43:05"
45,Tree,"Tall plant that provides oxygen and used for lumber for construction.","With both arms, have your left arm placed horizontally and at the tip of your left hand fingers put your right elbow and that arm should be vertical.","<iframe width="560" height="315" src="https://www.youtube.com/embed/nSDK5reGkxc" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",T,"2018-09-13 22:48:31","2018-09-13 22:48:31"
46,Twist,"To turn or warp in opposite directions.","With both hands make a fist, then twist both fists in the opposite direction.","<iframe width="560" height="315" src="https://www.youtube.com/embed/Dxg9NX9nYgs" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",T,"2018-09-13 22:51:41","2018-09-13 22:51:41"
47,Undergraduate,"Someone currently in pursuit of their degree at a higher educational system.","Start with your left hand out and vertical with your thumb pointing at you. Then with your right hand start with both your index and middle finger pointing up and place it beside your left hand. Then bring it down to the bottom part of your left hand and end with a fist with your right hand.","<iframe width="560" height="315" src="https://www.youtube.com/embed/UQp5vOxjW7E" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",U,"2018-09-13 22:57:11","2018-09-13 22:57:11"
48,USB,"A storage device that contains digital data.","Three Part:
U - Hold up two fingers and have your thumb across your ring and pinky finger.
S - Have a closed fist with your thumb covering all fingers.
B - Have your four fingers extended up and strait and your thumb should be tucked into your palm.","<iframe width="560" height="315" src="https://www.youtube.com/embed/UQp5vOxjW7E" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",U,"2018-09-13 23:02:37","2018-09-13 23:02:37"
49,Value,"To have some monetary or personal significance.","With both hands, make a circle with your thumb and index fingers. Have your extended middle, ring and pinky finger facing downward. Then tap your thumb and index finger circles together horizontally.","<iframe width="560" height="315" src="https://www.youtube.com/embed/iMl2vq3f1IA" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",V,"2018-09-13 23:07:36","2018-09-13 23:07:36"
50,Variety,"A multitude of choices.","Using both index fingers, starting from the center, alternate going up and down and away.","<iframe width="560" height="315" src="https://www.youtube.com/embed/f2UdAdXwfLk" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",V,"2018-09-13 23:09:41","2018-09-13 23:09:41"
51,Volunteer,"To put yourself as a candidate for a task.","With your right hand, pinch and tug on your shirt.","<iframe width="560" height="315" src="https://www.youtube.com/embed/fvfW4vWBTxM" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",V,"2018-09-13 23:11:14","2018-09-13 23:11:14"
52,Wall,"A structure to keep or separate from the other side.","With both hands facing vertically up and looking at the back of your hands, start from the center and place side by side. Then swipe away in the opposite direction.","<iframe width="560" height="315" src="https://www.youtube.com/embed/lONRcINrW-A" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",W,"2018-09-13 23:13:58","2018-09-13 23:13:58"
53,Wash,"To clean away dirt or unnecessary things.","Make a fist with both hands. Then grind both together in opposite directions.","<iframe width="560" height="315" src="https://www.youtube.com/embed/EMO_lHX90AA" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",W,"2018-09-13 23:16:36","2018-09-13 23:16:36"
54,Wrong,"To be false or untrue.","With your right hand, have your thumb and pinky finger out. then place it at bottom of your chin.","<iframe width="560" height="315" src="https://www.youtube.com/embed/Dl5AFJH040s" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",W,"2018-09-13 23:19:05","2018-09-13 23:19:05"
55,X,"Letter X","With your right hand, make a hook with your index finger.","<iframe width="560" height="315" src="https://www.youtube.com/embed/uHrqrm1HJx4" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",X,"2018-09-13 23:21:13","2018-09-13 23:21:13"
56,Xylophone,"An instrument with sticks tapping on specific pieces like notes on a piano. More a bell sounding instrument.","With your left hand, place it up and pinching your index and thumb finger. Then with your right hand in the same figure bounce your hand up and down by also going outward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/cD_AoTBgjc0" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",X,"2018-09-13 23:25:47","2018-09-13 23:25:47"
57,Young,"A young person who is typically below the age of 18.","Use the tips of your fingers to against your shoulders and tap them upward.","<iframe width="560" height="315" src="https://www.youtube.com/embed/umNnbtekYCg" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",Y,"2018-09-13 23:29:28","2018-09-13 23:29:28"
58,Year,"365 days to make one year, Or one full orbit around the sun.","Make two fists. With your left fist keep it still and your other fist rotate down and around your left fist to complete one full loop.","<iframe width="560" height="315" src="https://www.youtube.com/embed/8JUNM67_g9g" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",Y,"2018-09-13 23:32:19","2018-09-13 23:32:19"
59,Zipper,"A thing on a piece of clothing that can hold together two parts or open them up.","Make a fist with your left hand and keep it still near your stomach. With your right hand, make a pinch your index and thumb together. Then pull your right pinched right hand up and down.","<iframe width="560" height="315" src="https://www.youtube.com/embed/SEjPGlgbcLM" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",Z,"2018-09-13 23:35:09","2018-09-13 23:35:09"
60,"Zoom In","To enlarge an image or thing with your perspective.","Make two fists and place them together. Then spread them apart by also opening your index and thumb fingers in a 90 degree angle.","<iframe width="560" height="315" src="https://www.youtube.com/embed/l5Y8L6boKtw" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",Z,"2018-09-13 23:37:28","2018-09-13 23:37:28"
61,"Zambian Sign Language","Intro video to Zambian Sign Language","Video to get you started with a few phrases.","<iframe width="560" height="315" src="https://www.youtube.com/embed/xsSbX0rzbZo" frameborder="0" allow="autoplay; encrypted-media" allowfullscreen></iframe>",Z,"2018-09-13 23:40:43","2018-09-13 23:40:43"
